Local time,Open,High,Low,Close,Volume
25.08.2023 04:57:00.000 GMT+0200,1.07859,1.07859,1.07858,1.07859,22.87
25.08.2023 04:58:00.000 GMT+0200,1.07860,1.07863,1.07852,1.07853,98.1
25.08.2023 04:59:00.000 GMT+0200,1.07852,1.07861,1.07849,1.07860,48.31
25.08.2023 05:00:00.000 GMT+0200,1.07859,1.07860,1.07852,1.07856,123.53
25.08.2023 05:01:00.000 GMT+0200,1.07855,1.07860,1.07855,1.07859,41.46
25.08.2023 05:02:00.000 GMT+0200,1.07860,1.07861,1.07858,1.07859,52.12
25.08.2023 05:03:00.000 GMT+0200,1.07859,1.07867,1.07855,1.07867,151.29
25.08.2023 05:04:00.000 GMT+0200,1.07866,1.07875,1.07863,1.07875,209.49
25.08.2023 05:05:00.000 GMT+0200,1.07874,1.07874,1.07864,1.07865,66.43
25.08.2023 05:06:00.000 GMT+0200,1.07866,1.07869,1.07863,1.07869,65.09
25.08.2023 05:07:00.000 GMT+0200,1.07869,1.07875,1.07865,1.07865,167.36
25.08.2023 05:08:00.000 GMT+0200,1.07864,1.07864,1.07854,1.07855,172.54
25.08.2023 05:09:00.000 GMT+0200,1.07855,1.07855,1.07848,1.07854,66.4
25.08.2023 05:10:00.000 GMT+0200,1.07854,1.07859,1.07852,1.07855,91.66
25.08.2023 05:11:00.000 GMT+0200,1.07856,1.07860,1.07854,1.07860,84.2
25.08.2023 05:12:00.000 GMT+0200,1.07859,1.07860,1.07854,1.07854,94.26
25.08.2023 05:13:00.000 GMT+0200,1.07852,1.07853,1.07850,1.07853,16.68
25.08.2023 05:14:00.000 GMT+0200,1.07853,1.07854,1.07851,1.07852,63.99
25.08.2023 05:15:00.000 GMT+0200,1.07850,1.07856,1.07850,1.07856,30.34
25.08.2023 05:16:00.000 GMT+0200,1.07858,1.07860,1.07855,1.07859,52.06
25.08.2023 05:17:00.000 GMT+0200,1.07859,1.07860,1.07859,1.07860,37.16
25.08.2023 05:18:00.000 GMT+0200,1.07858,1.07858,1.07852,1.07853,81.65
25.08.2023 05:19:00.000 GMT+0200,1.07854,1.07855,1.07851,1.07854,118.87
25.08.2023 05:20:00.000 GMT+0200,1.07854,1.07860,1.07853,1.07860,94.24
25.08.2023 05:21:00.000 GMT+0200,1.07861,1.07861,1.07855,1.07855,20.28
25.08.2023 05:22:00.000 GMT+0200,1.07854,1.07857,1.07854,1.07854,51.08
25.08.2023 05:23:00.000 GMT+0200,1.07854,1.07854,1.07849,1.07851,18.34
25.08.2023 05:24:00.000 GMT+0200,1.07851,1.07851,1.07843,1.07845,33.94
25.08.2023 05:25:00.000 GMT+0200,1.07846,1.07846,1.07845,1.07846,25.37
25.08.2023 05:26:00.000 GMT+0200,1.07843,1.07845,1.07840,1.07840,60.05
25.08.2023 05:27:00.000 GMT+0200,1.07841,1.07843,1.07831,1.07836,89
25.08.2023 05:28:00.000 GMT+0200,1.07838,1.07845,1.07836,1.07845,58.64
25.08.2023 05:29:00.000 GMT+0200,1.07846,1.07847,1.07839,1.07839,26.82
25.08.2023 05:30:00.000 GMT+0200,1.07840,1.07846,1.07839,1.07843,105.48
25.08.2023 05:31:00.000 GMT+0200,1.07844,1.07848,1.07843,1.07846,47.2
25.08.2023 05:32:00.000 GMT+0200,1.07846,1.07846,1.07843,1.07845,54.7
25.08.2023 05:33:00.000 GMT+0200,1.07846,1.07847,1.07846,1.07846,6.68
25.08.2023 05:34:00.000 GMT+0200,1.07845,1.07850,1.07845,1.07848,33.16
25.08.2023 05:35:00.000 GMT+0200,1.07848,1.07848,1.07831,1.07835,63.01
25.08.2023 05:36:00.000 GMT+0200,1.07835,1.07835,1.07832,1.07834,28.74
25.08.2023 05:37:00.000 GMT+0200,1.07835,1.07836,1.07830,1.07833,80.15
25.08.2023 05:38:00.000 GMT+0200,1.07833,1.07833,1.07830,1.07833,24.94
25.08.2023 05:39:00.000 GMT+0200,1.07831,1.07831,1.07819,1.07820,143.76
25.08.2023 05:40:00.000 GMT+0200,1.07820,1.07824,1.07819,1.07824,69.5
25.08.2023 05:41:00.000 GMT+0200,1.07822,1.07824,1.07822,1.07823,56.94
25.08.2023 05:42:00.000 GMT+0200,1.07824,1.07827,1.07822,1.07825,58.8
25.08.2023 05:43:00.000 GMT+0200,1.07827,1.07827,1.07823,1.07824,36.91
25.08.2023 05:44:00.000 GMT+0200,1.07824,1.07825,1.07824,1.07824,50.07
25.08.2023 05:45:00.000 GMT+0200,1.07825,1.07825,1.07824,1.07824,84.19
25.08.2023 05:46:00.000 GMT+0200,1.07824,1.07829,1.07820,1.07827,60.02
25.08.2023 05:47:00.000 GMT+0200,1.07828,1.07829,1.07828,1.07829,15.01
25.08.2023 05:48:00.000 GMT+0200,1.07829,1.07833,1.07828,1.07830,36.35
25.08.2023 05:49:00.000 GMT+0200,1.07831,1.07831,1.07827,1.07829,39.85
25.08.2023 05:50:00.000 GMT+0200,1.07830,1.07830,1.07825,1.07825,26.39
25.08.2023 05:51:00.000 GMT+0200,1.07823,1.07824,1.07822,1.07822,16.98
25.08.2023 05:52:00.000 GMT+0200,1.07822,1.07822,1.07821,1.07821,37.16
25.08.2023 05:53:00.000 GMT+0200,1.07822,1.07822,1.07814,1.07815,44.14
25.08.2023 05:54:00.000 GMT+0200,1.07814,1.07814,1.07811,1.07813,61.08
25.08.2023 05:55:00.000 GMT+0200,1.07813,1.07815,1.07812,1.07814,29.86
25.08.2023 05:56:00.000 GMT+0200,1.07814,1.07815,1.07814,1.07814,37.83
25.08.2023 05:57:00.000 GMT+0200,1.07813,1.07818,1.07811,1.07811,74.89
25.08.2023 05:58:00.000 GMT+0200,1.07810,1.07810,1.07799,1.07801,173.32
25.08.2023 05:59:00.000 GMT+0200,1.07799,1.07804,1.07799,1.07804,144.32
25.08.2023 06:00:00.000 GMT+0200,1.07804,1.07824,1.07804,1.07814,135.33
25.08.2023 06:01:00.000 GMT+0200,1.07814,1.07814,1.07813,1.07813,48.42
25.08.2023 06:02:00.000 GMT+0200,1.07813,1.07813,1.07806,1.07811,64.62
25.08.2023 06:03:00.000 GMT+0200,1.07811,1.07814,1.07810,1.07814,29.69
25.08.2023 06:04:00.000 GMT+0200,1.07814,1.07824,1.07811,1.07811,145.61
25.08.2023 06:05:00.000 GMT+0200,1.07811,1.07816,1.07810,1.07815,73.82
25.08.2023 06:06:00.000 GMT+0200,1.07815,1.07816,1.07810,1.07814,58
25.08.2023 06:07:00.000 GMT+0200,1.07813,1.07815,1.07813,1.07814,107.39
25.08.2023 06:08:00.000 GMT+0200,1.07815,1.07817,1.07809,1.07809,35.72
25.08.2023 06:09:00.000 GMT+0200,1.07810,1.07810,1.07809,1.07810,7.82
25.08.2023 06:10:00.000 GMT+0200,1.07813,1.07814,1.07810,1.07810,34.18
25.08.2023 06:11:00.000 GMT+0200,1.07809,1.07810,1.07798,1.07798,73.02
25.08.2023 06:12:00.000 GMT+0200,1.07799,1.07799,1.07796,1.07799,23.07
25.08.2023 06:13:00.000 GMT+0200,1.07799,1.07803,1.07799,1.07799,78.46
25.08.2023 06:14:00.000 GMT+0200,1.07798,1.07799,1.07795,1.07799,75.75
25.08.2023 06:15:00.000 GMT+0200,1.07802,1.07807,1.07799,1.07799,47.25
25.08.2023 06:16:00.000 GMT+0200,1.07800,1.07803,1.07792,1.07793,90.28
25.08.2023 06:17:00.000 GMT+0200,1.07792,1.07793,1.07783,1.07785,58.33
25.08.2023 06:18:00.000 GMT+0200,1.07784,1.07789,1.07781,1.07785,83.21
25.08.2023 06:19:00.000 GMT+0200,1.07785,1.07790,1.07781,1.07786,62.64
25.08.2023 06:20:00.000 GMT+0200,1.07785,1.07790,1.07785,1.07789,20.2
25.08.2023 06:21:00.000 GMT+0200,1.07789,1.07790,1.07788,1.07789,20.96
25.08.2023 06:22:00.000 GMT+0200,1.07789,1.07790,1.07788,1.07789,14.56
25.08.2023 06:23:00.000 GMT+0200,1.07790,1.07790,1.07787,1.07787,17.88
25.08.2023 06:24:00.000 GMT+0200,1.07786,1.07786,1.07782,1.07782,32.47
25.08.2023 06:25:00.000 GMT+0200,1.07783,1.07785,1.07782,1.07784,34
25.08.2023 06:26:00.000 GMT+0200,1.07785,1.07791,1.07785,1.07789,22
25.08.2023 06:27:00.000 GMT+0200,1.07788,1.07790,1.07788,1.07789,19.86
25.08.2023 06:28:00.000 GMT+0200,1.07788,1.07791,1.07788,1.07790,28.68
25.08.2023 06:29:00.000 GMT+0200,1.07790,1.07790,1.07790,1.07790,3.32
25.08.2023 06:30:00.000 GMT+0200,1.07790,1.07792,1.07789,1.07790,30.17
25.08.2023 06:31:00.000 GMT+0200,1.07790,1.07793,1.07788,1.07788,38.53
25.08.2023 06:32:00.000 GMT+0200,1.07789,1.07794,1.07781,1.07783,91.84
25.08.2023 06:33:00.000 GMT+0200,1.07783,1.07791,1.07783,1.07790,44.83
25.08.2023 06:34:00.000 GMT+0200,1.07790,1.07790,1.07789,1.07789,25.46
25.08.2023 06:35:00.000 GMT+0200,1.07789,1.07790,1.07789,1.07790,98.13
25.08.2023 06:36:00.000 GMT+0200,1.07790,1.07793,1.07790,1.07790,137.47
25.08.2023 06:37:00.000 GMT+0200,1.07791,1.07793,1.07789,1.07791,40.58
25.08.2023 06:38:00.000 GMT+0200,1.07791,1.07791,1.07785,1.07785,107.89
25.08.2023 06:39:00.000 GMT+0200,1.07785,1.07785,1.07784,1.07785,59.73
25.08.2023 06:40:00.000 GMT+0200,1.07784,1.07790,1.07784,1.07790,47.33
25.08.2023 06:41:00.000 GMT+0200,1.07789,1.07789,1.07786,1.07786,42.14
25.08.2023 06:42:00.000 GMT+0200,1.07786,1.07786,1.07785,1.07785,30.38
25.08.2023 06:43:00.000 GMT+0200,1.07785,1.07787,1.07768,1.07773,131.04
25.08.2023 06:44:00.000 GMT+0200,1.07775,1.07780,1.07774,1.07780,21.03
25.08.2023 06:45:00.000 GMT+0200,1.07778,1.07795,1.07777,1.07794,79.43
25.08.2023 06:46:00.000 GMT+0200,1.07795,1.07806,1.07794,1.07805,133.19
25.08.2023 06:47:00.000 GMT+0200,1.07805,1.07805,1.07801,1.07801,105.69
25.08.2023 06:48:00.000 GMT+0200,1.07801,1.07804,1.07797,1.07804,142.08
25.08.2023 06:49:00.000 GMT+0200,1.07803,1.07806,1.07802,1.07806,242.4
25.08.2023 06:50:00.000 GMT+0200,1.07806,1.07807,1.07804,1.07807,53.45
25.08.2023 06:51:00.000 GMT+0200,1.07807,1.07811,1.07805,1.07810,63.21
25.08.2023 06:52:00.000 GMT+0200,1.07810,1.07810,1.07806,1.07806,24.63
25.08.2023 06:53:00.000 GMT+0200,1.07805,1.07805,1.07800,1.07801,18.79
25.08.2023 06:54:00.000 GMT+0200,1.07801,1.07801,1.07796,1.07799,110.43
25.08.2023 06:55:00.000 GMT+0200,1.07800,1.07810,1.07800,1.07810,75.37
25.08.2023 06:56:00.000 GMT+0200,1.07810,1.07817,1.07810,1.07817,132.43
25.08.2023 06:57:00.000 GMT+0200,1.07817,1.07829,1.07816,1.07829,122.25
25.08.2023 06:58:00.000 GMT+0200,1.07828,1.07833,1.07826,1.07827,196.59
25.08.2023 06:59:00.000 GMT+0200,1.07827,1.07832,1.07824,1.07825,196.13
25.08.2023 07:00:00.000 GMT+0200,1.07824,1.07826,1.07811,1.07814,159.39
25.08.2023 07:01:00.000 GMT+0200,1.07812,1.07814,1.07804,1.07809,65.78
25.08.2023 07:02:00.000 GMT+0200,1.07811,1.07812,1.07806,1.07808,70.45
25.08.2023 07:03:00.000 GMT+0200,1.07807,1.07808,1.07803,1.07803,99.94
25.08.2023 07:04:00.000 GMT+0200,1.07804,1.07809,1.07802,1.07808,85.09
25.08.2023 07:05:00.000 GMT+0200,1.07808,1.07808,1.07801,1.07807,107.69
25.08.2023 07:06:00.000 GMT+0200,1.07808,1.07810,1.07804,1.07804,54.87
25.08.2023 07:07:00.000 GMT+0200,1.07804,1.07804,1.07794,1.07804,69.28
25.08.2023 07:08:00.000 GMT+0200,1.07804,1.07804,1.07791,1.07793,115.29
25.08.2023 07:09:00.000 GMT+0200,1.07793,1.07793,1.07789,1.07789,85.45
25.08.2023 07:10:00.000 GMT+0200,1.07789,1.07789,1.07783,1.07784,23.64
25.08.2023 07:11:00.000 GMT+0200,1.07783,1.07790,1.07782,1.07789,76.43
25.08.2023 07:12:00.000 GMT+0200,1.07791,1.07793,1.07791,1.07792,37.69
25.08.2023 07:13:00.000 GMT+0200,1.07795,1.07806,1.07795,1.07806,26.04
25.08.2023 07:14:00.000 GMT+0200,1.07805,1.07809,1.07802,1.07809,37.64
25.08.2023 07:15:00.000 GMT+0200,1.07811,1.07821,1.07807,1.07810,72.21
25.08.2023 07:16:00.000 GMT+0200,1.07810,1.07810,1.07805,1.07807,54.98
25.08.2023 07:17:00.000 GMT+0200,1.07807,1.07820,1.07806,1.07820,40.69
25.08.2023 07:18:00.000 GMT+0200,1.07821,1.07821,1.07809,1.07810,80.71
25.08.2023 07:19:00.000 GMT+0200,1.07811,1.07814,1.07806,1.07813,30.48
25.08.2023 07:20:00.000 GMT+0200,1.07812,1.07814,1.07809,1.07809,84.06
25.08.2023 07:21:00.000 GMT+0200,1.07809,1.07821,1.07809,1.07821,77.01
25.08.2023 07:22:00.000 GMT+0200,1.07821,1.07831,1.07817,1.07830,119.23
25.08.2023 07:23:00.000 GMT+0200,1.07830,1.07833,1.07822,1.07830,172.66
25.08.2023 07:24:00.000 GMT+0200,1.07830,1.07835,1.07827,1.07835,72.67
25.08.2023 07:25:00.000 GMT+0200,1.07838,1.07840,1.07819,1.07835,193.77
25.08.2023 07:26:00.000 GMT+0200,1.07835,1.07836,1.07831,1.07835,36.91
25.08.2023 07:27:00.000 GMT+0200,1.07835,1.07835,1.07828,1.07830,122.34
25.08.2023 07:28:00.000 GMT+0200,1.07829,1.07835,1.07827,1.07832,96.78
25.08.2023 07:29:00.000 GMT+0200,1.07831,1.07831,1.07821,1.07821,51.32
25.08.2023 07:30:00.000 GMT+0200,1.07821,1.07835,1.07818,1.07834,119.58
25.08.2023 07:31:00.000 GMT+0200,1.07833,1.07834,1.07830,1.07834,110.24
25.08.2023 07:32:00.000 GMT+0200,1.07835,1.07837,1.07831,1.07835,57.46
25.08.2023 07:33:00.000 GMT+0200,1.07835,1.07835,1.07831,1.07834,61.19
25.08.2023 07:34:00.000 GMT+0200,1.07834,1.07834,1.07832,1.07832,26.85
25.08.2023 07:35:00.000 GMT+0200,1.07832,1.07843,1.07832,1.07839,67.96
25.08.2023 07:36:00.000 GMT+0200,1.07839,1.07839,1.07832,1.07834,68.61
25.08.2023 07:37:00.000 GMT+0200,1.07834,1.07834,1.07824,1.07825,48.23
25.08.2023 07:38:00.000 GMT+0200,1.07825,1.07830,1.07825,1.07826,52.49
25.08.2023 07:39:00.000 GMT+0200,1.07828,1.07829,1.07816,1.07819,52.2
25.08.2023 07:40:00.000 GMT+0200,1.07820,1.07835,1.07820,1.07835,68.15
25.08.2023 07:41:00.000 GMT+0200,1.07835,1.07836,1.07829,1.07836,35.54
25.08.2023 07:42:00.000 GMT+0200,1.07836,1.07837,1.07834,1.07835,32.12
25.08.2023 07:43:00.000 GMT+0200,1.07835,1.07840,1.07832,1.07840,51.81
25.08.2023 07:44:00.000 GMT+0200,1.07840,1.07841,1.07838,1.07841,29.41
25.08.2023 07:45:00.000 GMT+0200,1.07842,1.07848,1.07839,1.07839,91.68
25.08.2023 07:46:00.000 GMT+0200,1.07839,1.07839,1.07830,1.07835,88.11
25.08.2023 07:47:00.000 GMT+0200,1.07835,1.07839,1.07835,1.07839,45.95
25.08.2023 07:48:00.000 GMT+0200,1.07839,1.07848,1.07838,1.07841,146.26
25.08.2023 07:49:00.000 GMT+0200,1.07840,1.07845,1.07840,1.07844,194.17
25.08.2023 07:50:00.000 GMT+0200,1.07844,1.07870,1.07844,1.07864,252.41
25.08.2023 07:51:00.000 GMT+0200,1.07864,1.07877,1.07864,1.07870,430.84
25.08.2023 07:52:00.000 GMT+0200,1.07870,1.07879,1.07868,1.07879,185.82
25.08.2023 07:53:00.000 GMT+0200,1.07880,1.07888,1.07880,1.07886,265.92
25.08.2023 07:54:00.000 GMT+0200,1.07885,1.07886,1.07880,1.07881,155.01
25.08.2023 07:55:00.000 GMT+0200,1.07882,1.07884,1.07872,1.07879,178.85
25.08.2023 07:56:00.000 GMT+0200,1.07880,1.07895,1.07879,1.07895,152.62
25.08.2023 07:57:00.000 GMT+0200,1.07895,1.07903,1.07884,1.07897,267.26
25.08.2023 07:58:00.000 GMT+0200,1.07897,1.07907,1.07892,1.07901,314.54
25.08.2023 07:59:00.000 GMT+0200,1.07902,1.07914,1.07897,1.07899,374.09
25.08.2023 08:00:00.000 GMT+0200,1.07899,1.07899,1.07873,1.07881,559.5
25.08.2023 08:01:00.000 GMT+0200,1.07882,1.07891,1.07876,1.07880,203.71
25.08.2023 08:02:00.000 GMT+0200,1.07883,1.07897,1.07879,1.07882,190.38
25.08.2023 08:03:00.000 GMT+0200,1.07882,1.07887,1.07876,1.07876,260.27
25.08.2023 08:04:00.000 GMT+0200,1.07879,1.07886,1.07877,1.07882,157.27
25.08.2023 08:05:00.000 GMT+0200,1.07881,1.07881,1.07847,1.07847,121.97
25.08.2023 08:06:00.000 GMT+0200,1.07847,1.07849,1.07843,1.07846,241.38
25.08.2023 08:07:00.000 GMT+0200,1.07846,1.07846,1.07837,1.07843,387.98
25.08.2023 08:08:00.000 GMT+0200,1.07842,1.07861,1.07839,1.07855,372.78
25.08.2023 08:09:00.000 GMT+0200,1.07856,1.07861,1.07848,1.07852,164.73
25.08.2023 08:10:00.000 GMT+0200,1.07852,1.07857,1.07845,1.07853,169.47
25.08.2023 08:11:00.000 GMT+0200,1.07855,1.07859,1.07850,1.07850,90.85
25.08.2023 08:12:00.000 GMT+0200,1.07849,1.07852,1.07841,1.07850,175.21
25.08.2023 08:13:00.000 GMT+0200,1.07849,1.07870,1.07849,1.07868,311.76
25.08.2023 08:14:00.000 GMT+0200,1.07866,1.07881,1.07861,1.07878,169.58
25.08.2023 08:15:00.000 GMT+0200,1.07879,1.07885,1.07872,1.07879,340.23
25.08.2023 08:16:00.000 GMT+0200,1.07879,1.07882,1.07877,1.07880,169.84
25.08.2023 08:17:00.000 GMT+0200,1.07879,1.07883,1.07872,1.07881,222.93
25.08.2023 08:18:00.000 GMT+0200,1.07881,1.07898,1.07881,1.07895,179.78
25.08.2023 08:19:00.000 GMT+0200,1.07895,1.07901,1.07888,1.07899,250.17
25.08.2023 08:20:00.000 GMT+0200,1.07898,1.07898,1.07869,1.07869,158.53
25.08.2023 08:21:00.000 GMT+0200,1.07869,1.07871,1.07861,1.07865,168.33
25.08.2023 08:22:00.000 GMT+0200,1.07864,1.07876,1.07863,1.07870,178.95
25.08.2023 08:23:00.000 GMT+0200,1.07869,1.07873,1.07864,1.07871,150.09
25.08.2023 08:24:00.000 GMT+0200,1.07872,1.07885,1.07860,1.07861,218.59
25.08.2023 08:25:00.000 GMT+0200,1.07860,1.07884,1.07860,1.07880,205.6
25.08.2023 08:26:00.000 GMT+0200,1.07881,1.07894,1.07877,1.07892,123.43
25.08.2023 08:27:00.000 GMT+0200,1.07893,1.07907,1.07893,1.07906,224.96
25.08.2023 08:28:00.000 GMT+0200,1.07906,1.07907,1.07887,1.07889,134.99
25.08.2023 08:29:00.000 GMT+0200,1.07889,1.07904,1.07889,1.07900,181.01
25.08.2023 08:30:00.000 GMT+0200,1.07900,1.07906,1.07894,1.07894,262.05
25.08.2023 08:31:00.000 GMT+0200,1.07896,1.07898,1.07888,1.07895,91.55
25.08.2023 08:32:00.000 GMT+0200,1.07895,1.07899,1.07894,1.07895,92.25
25.08.2023 08:33:00.000 GMT+0200,1.07895,1.07895,1.07881,1.07886,68.44
25.08.2023 08:34:00.000 GMT+0200,1.07887,1.07887,1.07875,1.07881,151.67
25.08.2023 08:35:00.000 GMT+0200,1.07881,1.07882,1.07875,1.07879,110.34
25.08.2023 08:36:00.000 GMT+0200,1.07878,1.07878,1.07867,1.07871,49.34
25.08.2023 08:37:00.000 GMT+0200,1.07871,1.07884,1.07871,1.07876,218.84
25.08.2023 08:38:00.000 GMT+0200,1.07878,1.07881,1.07872,1.07874,132.62
25.08.2023 08:39:00.000 GMT+0200,1.07874,1.07875,1.07860,1.07861,109.92
25.08.2023 08:40:00.000 GMT+0200,1.07861,1.07862,1.07848,1.07849,114.55
25.08.2023 08:41:00.000 GMT+0200,1.07851,1.07878,1.07851,1.07877,207.31
25.08.2023 08:42:00.000 GMT+0200,1.07878,1.07880,1.07851,1.07851,212.23
25.08.2023 08:43:00.000 GMT+0200,1.07853,1.07853,1.07839,1.07843,155.33
25.08.2023 08:44:00.000 GMT+0200,1.07848,1.07850,1.07843,1.07848,98.06
25.08.2023 08:45:00.000 GMT+0200,1.07848,1.07863,1.07845,1.07863,203.8
25.08.2023 08:46:00.000 GMT+0200,1.07862,1.07863,1.07847,1.07848,158.68
25.08.2023 08:47:00.000 GMT+0200,1.07847,1.07847,1.07836,1.07836,109.8
25.08.2023 08:48:00.000 GMT+0200,1.07836,1.07849,1.07836,1.07848,187.64
25.08.2023 08:49:00.000 GMT+0200,1.07848,1.07848,1.07835,1.07838,111.17
25.08.2023 08:50:00.000 GMT+0200,1.07840,1.07841,1.07823,1.07826,91.45
25.08.2023 08:51:00.000 GMT+0200,1.07823,1.07824,1.07807,1.07821,170.29
25.08.2023 08:52:00.000 GMT+0200,1.07821,1.07827,1.07821,1.07822,129.99
25.08.2023 08:53:00.000 GMT+0200,1.07827,1.07846,1.07825,1.07843,154.55
25.08.2023 08:54:00.000 GMT+0200,1.07843,1.07844,1.07823,1.07830,130.33
25.08.2023 08:55:00.000 GMT+0200,1.07831,1.07851,1.07831,1.07851,170.49
25.08.2023 08:56:00.000 GMT+0200,1.07852,1.07859,1.07832,1.07833,167.17
25.08.2023 08:57:00.000 GMT+0200,1.07833,1.07839,1.07811,1.07811,200.28
25.08.2023 08:58:00.000 GMT+0200,1.07811,1.07819,1.07798,1.07798,206.17
25.08.2023 08:59:00.000 GMT+0200,1.07799,1.07810,1.07798,1.07809,153.3
25.08.2023 09:00:00.000 GMT+0200,1.07808,1.07845,1.07806,1.07838,306.52
25.08.2023 09:01:00.000 GMT+0200,1.07841,1.07843,1.07822,1.07824,418.81
25.08.2023 09:02:00.000 GMT+0200,1.07822,1.07840,1.07822,1.07839,301.19
25.08.2023 09:03:00.000 GMT+0200,1.07840,1.07847,1.07827,1.07847,163.5
25.08.2023 09:04:00.000 GMT+0200,1.07848,1.07850,1.07830,1.07830,163.49
25.08.2023 09:05:00.000 GMT+0200,1.07829,1.07850,1.07829,1.07842,229.38
25.08.2023 09:06:00.000 GMT+0200,1.07843,1.07848,1.07832,1.07848,154.87
25.08.2023 09:07:00.000 GMT+0200,1.07849,1.07886,1.07849,1.07877,281.06
25.08.2023 09:08:00.000 GMT+0200,1.07876,1.07889,1.07872,1.07886,390.97
25.08.2023 09:09:00.000 GMT+0200,1.07886,1.07894,1.07886,1.07893,187.63
25.08.2023 09:10:00.000 GMT+0200,1.07893,1.07893,1.07876,1.07876,123.81
25.08.2023 09:11:00.000 GMT+0200,1.07879,1.07894,1.07877,1.07894,197.19
25.08.2023 09:12:00.000 GMT+0200,1.07893,1.07900,1.07880,1.07890,343.81
25.08.2023 09:13:00.000 GMT+0200,1.07890,1.07898,1.07889,1.07897,169.58
25.08.2023 09:14:00.000 GMT+0200,1.07897,1.07904,1.07896,1.07899,268.36
25.08.2023 09:15:00.000 GMT+0200,1.07898,1.07920,1.07897,1.07906,196.74
25.08.2023 09:16:00.000 GMT+0200,1.07906,1.07912,1.07896,1.07896,274.15
25.08.2023 09:17:00.000 GMT+0200,1.07897,1.07898,1.07886,1.07890,185.76
25.08.2023 09:18:00.000 GMT+0200,1.07891,1.07897,1.07890,1.07892,149.1
25.08.2023 09:19:00.000 GMT+0200,1.07892,1.07896,1.07885,1.07891,147.12
25.08.2023 09:20:00.000 GMT+0200,1.07889,1.07889,1.07870,1.07873,261.67
25.08.2023 09:21:00.000 GMT+0200,1.07872,1.07872,1.07860,1.07869,278.55
25.08.2023 09:22:00.000 GMT+0200,1.07870,1.07875,1.07865,1.07870,170.26
25.08.2023 09:23:00.000 GMT+0200,1.07871,1.07872,1.07853,1.07854,140.51
25.08.2023 09:24:00.000 GMT+0200,1.07854,1.07854,1.07844,1.07848,216.68
25.08.2023 09:25:00.000 GMT+0200,1.07847,1.07851,1.07830,1.07831,231.29
25.08.2023 09:26:00.000 GMT+0200,1.07832,1.07850,1.07830,1.07848,167.27
25.08.2023 09:27:00.000 GMT+0200,1.07848,1.07853,1.07841,1.07843,176
25.08.2023 09:28:00.000 GMT+0200,1.07844,1.07868,1.07843,1.07852,265.12
25.08.2023 09:29:00.000 GMT+0200,1.07854,1.07861,1.07852,1.07852,186.48
25.08.2023 09:30:00.000 GMT+0200,1.07851,1.07877,1.07837,1.07877,219.13
25.08.2023 09:31:00.000 GMT+0200,1.07877,1.07892,1.07876,1.07887,179.44
25.08.2023 09:32:00.000 GMT+0200,1.07887,1.07892,1.07880,1.07881,247.31
25.08.2023 09:33:00.000 GMT+0200,1.07884,1.07904,1.07884,1.07897,249.07
25.08.2023 09:34:00.000 GMT+0200,1.07897,1.07903,1.07867,1.07886,267.54
25.08.2023 09:35:00.000 GMT+0200,1.07887,1.07893,1.07844,1.07846,412.55
25.08.2023 09:36:00.000 GMT+0200,1.07847,1.07876,1.07845,1.07873,307.17
25.08.2023 09:37:00.000 GMT+0200,1.07872,1.07874,1.07849,1.07851,343.19
25.08.2023 09:38:00.000 GMT+0200,1.07852,1.07855,1.07827,1.07828,220.64
25.08.2023 09:39:00.000 GMT+0200,1.07827,1.07831,1.07811,1.07811,257.49
25.08.2023 09:40:00.000 GMT+0200,1.07811,1.07835,1.07810,1.07815,295.99
25.08.2023 09:41:00.000 GMT+0200,1.07814,1.07830,1.07812,1.07830,225.11
25.08.2023 09:42:00.000 GMT+0200,1.07831,1.07834,1.07823,1.07826,227.57
25.08.2023 09:43:00.000 GMT+0200,1.07827,1.07832,1.07823,1.07830,198.14
25.08.2023 09:44:00.000 GMT+0200,1.07830,1.07843,1.07830,1.07841,82.35
25.08.2023 09:45:00.000 GMT+0200,1.07841,1.07847,1.07835,1.07841,292.24
25.08.2023 09:46:00.000 GMT+0200,1.07839,1.07839,1.07800,1.07801,351.88
25.08.2023 09:47:00.000 GMT+0200,1.07801,1.07812,1.07797,1.07800,197.24
25.08.2023 09:48:00.000 GMT+0200,1.07800,1.07800,1.07791,1.07796,100.41
25.08.2023 09:49:00.000 GMT+0200,1.07796,1.07802,1.07771,1.07771,101.98
25.08.2023 09:50:00.000 GMT+0200,1.07770,1.07771,1.07761,1.07765,231.04
25.08.2023 09:51:00.000 GMT+0200,1.07765,1.07773,1.07735,1.07735,286.17
25.08.2023 09:52:00.000 GMT+0200,1.07736,1.07739,1.07730,1.07736,184.74
25.08.2023 09:53:00.000 GMT+0200,1.07736,1.07741,1.07731,1.07731,143.63
25.08.2023 09:54:00.000 GMT+0200,1.07730,1.07740,1.07730,1.07736,200.19
25.08.2023 09:55:00.000 GMT+0200,1.07735,1.07741,1.07729,1.07733,333.55
25.08.2023 09:56:00.000 GMT+0200,1.07734,1.07743,1.07730,1.07730,314.84
25.08.2023 09:57:00.000 GMT+0200,1.07730,1.07730,1.07701,1.07703,276.84
25.08.2023 09:58:00.000 GMT+0200,1.07701,1.07701,1.07683,1.07688,333.11
25.08.2023 09:59:00.000 GMT+0200,1.07687,1.07716,1.07687,1.07712,355.5
25.08.2023 10:00:00.000 GMT+0200,1.07711,1.07731,1.07673,1.07696,759.15
